document,compile_component,,traverse_component,NOD,DEF,OCC,LOC,gotoDefinition,rename,completion
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/time/TimeSeriesDataItem.java,3.5,2.0,0.0,258.0,24.0,149.0,207.0,3.5,2.0,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/time/TimeSeriesTableModel.java,6.5,1.0,1.0,374.0,31.0,174.0,267.0,1.5,2.0,3.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/time/TimeTableXYDataset.java,4.5,6.5,0.5,1015.0,98.0,601.0,605.0,7.0,7.0,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/time/Week.java,4.5,8.5,0.0,1281.0,80.0,751.0,659.0,10.5,8.5,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/time/Year.java,4.0,4.0,0.0,526.0,47.0,295.0,407.0,7.0,4.5,6.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xml/CategoryDatasetHandler.java,15.0,1.5,0.0,206.0,20.0,137.0,136.0,3.0,1.5,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xml/CategorySeriesHandler.java,4.5,2.5,0.0,234.0,25.0,165.0,146.0,3.0,3.0,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xml/DatasetReader.java,4.5,4.0,0.0,286.0,24.0,192.0,173.0,7.0,3.5,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xml/DatasetTags.java,3.5,0.0,0.0,32.0,7.0,18.0,66.0,2.5,0.0,3.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xml/ItemHandler.java,2.5,1.5,0.0,245.0,27.0,175.0,166.0,1.5,1.5,3.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xml/KeyHandler.java,2.5,1.5,0.0,209.0,22.0,134.0,159.0,0.5,2.0,3.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xml/PieDatasetHandler.java,4.0,1.5,0.0,194.0,19.0,131.0,131.0,2.5,2.0,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xml/RootHandler.java,3.5,0.5,0.0,151.0,15.0,91.0,126.0,1.5,1.5,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xml/ValueHandler.java,5.0,2.0,0.0,234.0,24.0,140.0,164.0,1.5,2.0,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xy/CategoryTableXYDataset.java,6.5,5.0,0.0,588.0,65.0,336.0,416.0,4.5,5.0,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xy/DefaultHighLowDataset.java,5.0,3.5,0.5,672.0,77.0,370.0,430.0,4.5,4.5,3.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xy/DefaultIntervalXYDataset.java,4.5,6.5,0.0,1042.0,93.0,524.0,552.0,6.0,6.0,3.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xy/DefaultOHLCDataset.java,4.5,3.5,0.0,537.0,66.0,297.0,346.0,2.5,3.5,3.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xy/DefaultTableXYDataset.java,5.5,8.0,0.0,1288.0,99.0,759.0,634.0,9.0,8.0,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xy/DefaultWindDataset.java,4.0,5.0,0.0,800.0,71.0,453.0,426.0,7.0,5.5,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xy/DefaultXYDataset.java,3.5,4.0,0.0,708.0,54.0,368.0,381.0,4.5,5.5,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xy/DefaultXYZDataset.java,4.5,4.5,0.0,804.0,65.0,428.0,426.0,5.0,5.0,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xy/IntervalXYDelegate.java,4.0,4.5,0.0,774.0,70.0,433.0,469.0,5.0,4.5,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xy/MatrixSeries.java,3.0,1.5,0.0,339.0,35.0,149.0,228.0,4.5,2.0,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xy/MatrixSeriesCollection.java,6.0,3.5,0.0,474.0,40.0,292.0,314.0,5.5,4.5,6.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xy/NormalizedMatrixSeries.java,4.0,1.0,0.0,153.0,22.0,89.0,148.0,3.5,0.5,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xy/OHLCDataItem.java,2.5,1.0,0.0,276.0,27.0,167.0,202.0,1.0,2.0,3.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xy/Vector.java,3.5,1.0,0.0,203.0,16.0,109.0,148.0,1.5,1.0,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xy/VectorSeriesCollection.java,5.0,3.5,0.0,546.0,55.0,340.0,331.0,4.0,4.0,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xy/XIntervalSeriesCollection.java,6.0,4.0,0.0,662.0,67.0,421.0,388.0,6.0,5.0,7.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xy/XYBarDataset.java,6.0,5.0,0.0,544.0,63.0,304.0,385.0,5.0,4.5,6.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xy/XYCoordinate.java,3.0,1.5,0.0,267.0,19.0,130.0,169.0,2.0,1.5,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xy/XYDataItem.java,4.0,2.0,0.0,355.0,32.0,188.0,243.0,2.5,2.5,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xy/XYDatasetTableModel.java,4.0,1.5,0.0,258.0,23.0,135.0,258.0,4.5,2.0,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xy/XYInterval.java,5.0,1.5,0.0,194.0,20.0,105.0,159.0,1.5,0.5,5.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xy/XYIntervalSeriesCollection.java,6.5,6.5,0.0,621.0,64.0,369.0,386.0,5.5,5.5,6.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xy/XYItemKey.java,3.5,2.5,0.0,296.0,20.0,180.0,154.0,3.0,2.5,5.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xy/XYSeries.java,9.0,16.0,0.5,1915.0,153.0,1092.0,963.0,19.5,16.5,6.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xy/XYSeriesCollection.java,9.0,16.5,0.0,1567.0,130.0,906.0,756.0,16.5,16.0,8.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xy/YInterval.java,3.0,1.5,0.5,138.0,14.0,73.0,124.0,1.0,1.5,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xy/YIntervalSeriesCollection.java,6.5,6.5,0.0,559.0,58.0,350.0,348.0,6.5,5.5,7.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/main/java/org/jfree/data/xy/YWithXInterval.java,4.5,0.5,0.0,138.0,14.0,73.0,128.0,1.5,2.0,4.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/annotations/TextAnnotationTest.java,297.5,5.0,0.0,462.0,18.0,310.0,184.0,6.0,4.0,285.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/AreaChartTest.java,375.5,5.0,0.0,490.0,33.0,328.0,185.0,5.0,5.0,354.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/axis/LogarithmicAxisTest.java,794.0,4.0,0.5,643.0,31.0,407.0,239.0,7.5,4.0,793.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/axis/PeriodAxisTest.java,931.5,10.5,0.5,945.0,37.0,633.0,289.0,10.5,9.5,957.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/BarChartTest.java,324.0,4.5,0.0,470.0,33.0,307.0,185.0,5.0,5.5,298.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/encoders/EncoderUtilTest.java,273.0,6.5,0.0,700.0,34.0,431.0,227.0,6.5,6.5,257.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/GanttChartTest.java,312.5,8.0,0.0,994.0,40.0,647.0,289.0,7.0,7.0,306.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/internal/SerialUtilsTest.java,52.5,2.5,0.0,367.0,28.0,270.0,129.0,2.5,3.5,50.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/JFreeChartTest.java,718.0,12.0,0.0,1505.0,73.0,962.0,468.0,13.0,13.0,768.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/LineChartTest.java,287.0,3.0,0.0,461.0,32.0,309.0,183.0,5.5,3.5,262.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/PieChartTest.java,104.5,2.0,0.0,176.0,14.0,118.0,118.0,2.0,1.0,107.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/plot/CategoryMarkerTest.java,461.0,4.0,0.0,611.0,19.0,365.0,195.0,7.0,4.0,466.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/plot/CombinedDomainCategoryPlotTest.java,545.5,9.0,0.0,861.0,61.0,588.0,276.0,8.5,8.0,535.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/plot/CombinedDomainXYPlotTest.java,597.0,6.0,0.0,912.0,45.0,570.0,278.0,6.5,6.0,570.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/plot/CombinedRangeCategoryPlotTest.java,531.0,8.0,0.0,853.0,62.0,574.0,274.0,8.5,9.0,548.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/plot/CombinedRangeXYPlotTest.java,502.5,6.0,0.0,885.0,42.0,555.0,270.0,6.0,6.0,478.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/plot/dial/DialPlotTest.java,366.0,5.5,0.0,834.0,43.0,593.0,280.0,7.0,7.0,371.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/plot/flow/FlowPlotTest.java,115.5,8.0,0.0,878.0,39.0,595.0,277.0,8.0,8.0,120.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/plot/IntervalMarkerTest.java,531.0,2.5,0.0,364.0,20.0,229.0,149.0,5.5,2.5,527.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/plot/MarkerTest.java,1511.5,9.0,0.0,1184.0,50.0,760.0,400.0,11.5,8.5,1394.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/plot/MyPlotChangeListener.java,3.0,0.0,0.0,68.0,8.0,46.0,88.0,0.0,0.0,3.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/plot/pie/MultiplePiePlotTest.java,97.0,4.0,0.0,603.0,25.0,395.0,195.0,6.5,4.0,99.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/plot/ValueMarkerTest.java,629.0,5.5,0.5,730.0,26.0,490.0,232.0,9.5,6.5,631.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/renderer/AbstractRendererTest.java,482.5,23.0,0.0,3203.0,57.0,2170.0,801.0,34.5,23.0,475.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/renderer/RendererChangeDetector.java,2.5,1.0,0.0,68.0,8.0,42.0,92.0,0.5,0.0,3.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/ScatterPlotTest.java,204.5,3.0,0.0,417.0,28.0,276.0,172.0,3.0,3.5,204.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/StackedAreaChartTest.java,292.0,5.5,0.0,470.0,33.0,307.0,179.0,4.0,3.5,313.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/StackedBarChartTest.java,288.5,3.5,0.0,459.0,33.0,298.0,181.0,6.0,5.0,301.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/swing/ChartPanelTest.java,464.0,9.5,0.0,1195.0,78.0,757.0,359.0,8.0,8.5,446.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/TimeSeriesChartTest.java,199.0,3.5,0.0,420.0,28.0,276.0,171.0,4.0,3.5,211.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/WaterfallChartTest.java,246.0,3.5,0.0,309.0,21.0,212.0,137.0,2.5,3.0,254.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/XYAreaChartTest.java,227.5,4.5,0.0,416.0,28.0,275.0,170.0,3.5,4.0,222.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/XYBarChartTest.java,202.5,3.5,0.0,434.0,28.0,289.0,176.0,3.5,3.5,212.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/XYLineChartTest.java,209.0,4.0,0.0,417.0,28.0,276.0,171.0,3.5,2.5,196.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/XYStepAreaChartTest.java,200.0,3.5,0.0,412.0,28.0,275.0,170.0,3.5,2.5,212.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/chart/XYStepChartTest.java,201.5,4.0,0.5,428.0,28.0,285.0,186.0,4.5,4.0,235.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/data/DatasetChangeConfirmation.java,3.0,0.0,0.0,43.0,5.0,30.0,54.0,3.0,0.5,3.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/data/general/DefaultHeatMapDatasetTest.java,237.0,5.0,0.0,673.0,17.0,340.0,188.0,5.0,5.5,236.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/data/general/DefaultPieDatasetTest.java,288.0,2.0,0.0,453.0,24.0,250.0,176.0,2.5,2.5,279.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/data/general/IntervalDataItem.java,2.5,0.5,0.0,65.0,11.0,41.0,69.0,1.5,1.0,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/data/general/TestIntervalCategoryDataset.java,4.0,5.5,0.0,821.0,90.0,471.0,466.0,6.0,5.5,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/data/general/TestIntervalXYZDataset.java,3.5,2.0,0.0,352.0,54.0,165.0,159.0,3.0,2.0,4.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/data/statistics/HistogramDatasetTest.java,454.5,6.5,0.0,955.0,42.0,443.0,246.0,5.0,5.0,439.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/data/statistics/StatisticsTest.java,591.5,14.0,0.0,1539.0,50.0,773.0,437.0,12.0,8.5,619.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/data/time/MonthTest.java,2212.0,17.0,0.0,1867.0,130.0,1148.0,587.0,17.5,17.5,2415.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/data/time/ohlc/OHLCSeriesCollectionTest.java,109.0,5.5,0.0,778.0,46.0,457.0,238.0,5.0,5.0,110.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/data/time/ohlc/OHLCSeriesTest.java,141.5,5.0,0.0,917.0,35.0,459.0,252.0,8.0,4.5,147.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/data/time/QuarterTest.java,2213.5,13.0,0.0,1893.0,133.0,1115.0,609.0,13.0,12.0,2650.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/data/time/TimePeriodValuesTest.java,838.5,6.5,0.0,965.0,47.0,516.0,298.0,16.0,6.5,905.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/data/time/TimeSeriesTest.java,3056.0,37.0,0.0,4787.0,159.0,2704.0,1154.0,35.5,36.0,3254.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/data/time/WeekTest.java,2497.5,19.5,0.0,2390.0,162.0,1469.0,697.0,16.5,19.5,2396.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/data/xy/DefaultXYDatasetTest.java,859.0,4.0,0.0,684.0,45.0,301.0,219.0,7.5,4.0,803.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/data/xy/DefaultXYZDatasetTest.java,780.0,4.0,0.0,750.0,51.0,313.0,225.0,6.0,3.0,787.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/data/xy/VectorSeriesTest.java,1323.5,6.0,0.5,1002.0,31.0,493.0,274.0,8.5,5.5,1298.0
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/data/xy/XIntervalSeriesTest.java,1720.5,8.0,0.0,1071.0,35.0,525.0,294.0,12.0,7.0,1622.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/data/xy/cfv.java,1334.5,5.5,0.0,1122.0,33.0,521.0,285.0,8.5,6.0,1301.5
file:///C:/Users/74993/Desktop/毕设/wll论文/java%20project/defects4j/project_repos/output/jfreechart/src/test/java/org/jfree/data/xy/YIntervalSeriesTest.java,1194.0,5.0,0.0,973.0,31.0,481.0,271.0,8.5,4.5,1173.0
